Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
UIS,"Unisys Corp",10.58,-0.07,-0.66%,10.78,10.42,75704,"11:15 ET"
UNF,"Unifirst Corp",180.9,4.48,+2.54%,181.01,175.46,48900,"11:05 ET"
UNFI,"United Nat Foods",18.32,-0.25,-1.35%,18.53,18.04,220978,"11:16 ET"
UNIT,"Uniti Group Inc",9.17,0.2,+2.23%,9.22,8.89,197640,"11:16 ET"
USCR,"U S Concrete Inc",24.14,-0.36,-1.47%,24.57,23.56,52438,"11:11 ET"
USNA,"Usana Health Sciences Inc",72.2,0.64,+0.89%,72.2,71.15,29047,"11:11 ET"
USPH,"U.S. Physical Therapy",80.79,1.35,+1.70%,80.79,78.68,18039,"11:07 ET"
UVE,"Universal Insurance Holdings Inc",17.63,0.3,+1.73%,17.63,17.21,14116,"11:14 ET"
UVV,"Universal Corp",42.44,0.44,+1.05%,42.6,41.77,19832,"11:16 ET"
VAL,"Valaris Plc",0.6581,-0.0419,-5.99%,0.7,0.653,2609354,"11:15 ET"
VBTX,"Veritex Holdings",17.48,0.26,+1.51%,17.53,17.05,20091,"11:05 ET"
VECO,"Veeco Instrument",13.38,0.6,+4.69%,13.42,12.83,151352,"11:14 ET"
VG,"Vonage Holdings",9.83,0.09,+0.92%,9.9,9.74,321129,"11:16 ET"
VGR,"Vector Group Ltd",10.1,0.06,+0.59%,10.18,10.03,137073,"11:15 ET"
VIAV,"Viavi Solutions",12.74,0.08,+0.63%,12.78,12.55,628908,"11:15 ET"
VICR,"Vicor Cp",72.1,0.34999999999999,+0.49%,72.98,70.02,45610,"11:13 ET"
VIVO,"Meridian Bioscience",22.61,0.83,+3.81%,22.63,21.55,131176,"11:15 ET"
VNDA,"Vanda Pharmaceuticals",11.07,-0.15,-1.34%,11.28,10.91,130682,"11:13 ET"
VRA,"Vera Bradley",4.42,-0.04,-0.90%,4.53,4.14,38693,"11:07 ET"
VREX,"Varex Imaging Corp",15.24,0.15,+0.99%,15.3,14.94,54733,"11:13 ET"
VRTS,"Virtus Inv Partners",113.32,0.42999999999999,+0.38%,113.32,111.53,2833,"10:54 ET"
VRTU,"Virtusa Corp",32.01,0.35,+1.11%,32.44,31.35,98783,"11:15 ET"
VRTV,"Veritiv Corp",16.63,0.69,+4.33%,16.64,15.68,9450,"11:13 ET"
VSTO,"Vista Outdoor Inc",14.66,0.36,+2.52%,14.73,14.12,475318,"11:16 ET"
VVI,"Viad Corp",19.07,-0.059999999999999,-0.31%,19.33,18.54,73908,"11:15 ET"
WABC,"Westamerica Bancorp",57.39,1.41,+2.52%,57.39,55.58,14217,"11:06 ET"
WD,"Walker & Dunlop",50.33,0.19,+0.38%,50.85,49.75,82912,"11:14 ET"
WDFC,"W D 40 Company",199.66,0.78999999999999,+0.40%,199.66,196.38,24338,"11:15 ET"
WDR,"Waddell & Reed Financial",15.4,0.3,+1.99%,15.45,15,82139,"11:15 ET"
WETF,"Wisdomtree Invstmnts",3.48,0.09,+2.65%,3.5,3.37,117832,"11:15 ET"
WGO,"Winnebago Industries",66.72,0.039999999999992,+0.06%,67.06,65.46,103658,"11:16 ET"
WING,"Wingstop Inc",139.18,2.72,+1.99%,139.48,136.46,138584,"11:14 ET"
WIRE,"Encore Wire Cp",48.72,0.15,+0.31%,48.87,47.96,6122,"11:07 ET"
WNC,"Wabash National Corp",10.64,-0.059999999999999,-0.56%,10.72,10.49,67525,"11:16 ET"
WPG,"Washington Prime Group Inc",0.855,0.025,+3.01%,0.92,0.8401,2548533,"11:14 ET"
WRE,"Washington Real Estate Investment",22.44,0.15,+0.67%,22.5,21.93,69765,"11:13 ET"
WRLD,"World Acceptance Cp",65.74,0.75999999999999,+1.17%,65.74,64,6163,"11:16 ET"
WSR,"Whitestone REIT",7.36,0.11,+1.52%,7.39,7.1,70031,"11:03 ET"
WTS,"Watts Water Technologies",81.49,0.75999999999999,+0.94%,81.66,80.34,11213,"11:01 ET"
WWW,"Wolverine World Wide",23.52,0.17,+0.73%,23.75,23.04,51646,"11:16 ET"
XHR,"Xenia Hotels & Resorts Inc",9.66,0.16,+1.68%,9.75,9.22,159830,"11:16 ET"
XNCR,"Xencor Inc",32.67,0.48,+1.49%,32.82,31.66,43623,"11:16 ET"
XPER,"Xperi Holding Corp.",14.79,0.21,+1.44%,14.91,14.51,64421,"11:11 ET"
YETI,"Yeti Holdings Inc",43.22,0.5,+1.17%,43.41,42.02,186922,"11:16 ET"
ZEUS,"Olympic Steel Inc",11.82,0.29,+2.52%,11.82,11.27,21605,"11:08 ET"
ZUMZ,"Zumiez Inc",27.83,0.18,+0.65%,27.95,27.17,37560,"11:13 ET"
